Organizations,Processed_Abstracts
"King Mongkut's Institute of Technology Ladkrabang, Chulalongkorn University, Chulalongkorn University, PSE for SPEED Company Limited, Chulalongkorn University",2022 elsevier inc rights reservedpulp paper industry traditional biorefinery system produces low margin paper products low innovation development needs business transformation enhance profitability along efficient material energy consumption process development highvalue bioproducts response climate change concerns declining petroleum resources concept biorefinery developed using biochemical thermochemical technologies develop biorefinery together conventional pulp paper industry integrated biorefinery existing pulp mill designed longterm sustainable solution systematic framework needed synthesize design promising integrated systems numerous alternatives threelevel methodology involving level1 base case design level2 optimization analysis level3 innovation proposed effective approach determine optimal technologies suitable transformation traditional system superstructure optimization process analysis process improvement terms economic environmental issues achieve sustainable development integrated biorefinery system innovative alternatives discovered satisfy improvement targets computeraided tools employed support systematic data collection mathematical model formulation complicated problem solving case studies synthesis design innovation tasks illustrating application framework obtain promising integrated pulp millbiorefinery alternatives presented
"Department of Electronics and Power Engineering, School of Mechanical and Electrical Engineering, Department of Avionics Engineering, Department of Electrical Engineering",2013 ieeegreen energy help protecting environment moreover continuous supply increases quality life indeed economic development country power sector pakistan continuously stress due imbalance demand supply energy pakistan abundant renewable energy resources ie solar hydro wind etc main elements green energy study first evaluates existing power sector pakistan proposed peertopeer energy trading framework helps reducing stress power sector pakistan meeting local energy demands consumers help local energy generation proposed peertopeer energy trading market novel method determining uniform energy trading price proposed proposed pricing method increases utilities market participants ie saving energy bills consumers profitability sellers proposed study assumes solar energy provided energy producer side solar energy penetration various ratios starting 14 35 tested environment consumer satisfaction levels conducted comprehensive experiments validate proposed method results suggest 35 penetration solar subdivision helpful decrease current stress pakistans power sector furthermore also helps reducing carbon emission footprint
"Bharathiar University, University Kebangsaan Malaysia, Chulalongkorn University",2022 authors exclusive licence springerverlag gmbh germany part springer naturethe escalating level greenhouse gases atmosphere poses severe environmental issue vital steps taken ensure emission gases reduced acceptable levels one way co2 sequestration using microalgae microalgae simple photosynthetic microorganism group unicellular simple multicellular forms fix atmospheric co2 many sources exhaust gases minimize amount released air review deals different designs microalgae photobioreactors production valuable biomass may help study implementing better larger economically sustainable system sequester much amount co2 wide range valueadded products harvested biomass addition physicochemical factors’ influence photobioreactor configurations improvement biomass productivity co2 sequestration also discussed moreover algal biorefinery idea introducing variety industrial applications makes economic feasibility co2 sequestration
"Chitkara University, KIET Group of Institutions, Taif University, Govt. Bikram Colleges of Commerce, LBEF Campus, Chulalongkorn University",2022 neha gupta et alcloud computing provides unprecedented advantages using computing resources less efforts cost energy utilization cloud data centers forced cloud service providers raise expense using services increased carbon footprints environment many static binpacking algorithms exist reduce energy percentage new era digitization advanced dynamic techniques required serve heterogeneous users random users requests thus paper two new dynamic bestfit decreasingbased binpacking algorithms proposed wherein first technique service providers focuses increasing server utilization second approach acts switcher harness best results among algorithms techniques deliberately achieve high performance terms total energy consumption resource utilization makespan along serving continuous varying requests customers simulations performed using java results exhibited deebfd escalate resource utilization 96 em switcher reduce total energy consumption 49 reduce makespan 56
"Maejo University, Chulalongkorn University, Royal Irrigation Department",2021projections tool architectural design ptad webbased climate service product available wwwptadmjuacth targeted building owners designers intended support decision makers building design reduce impacts climate change study presents technical environment ptad provides conceptual basis linking academic information climate change buildingrelated data cooperation relevant authorities ptad development concept divided three parts climate change impact assessment small areas ie construction site scale building damage analysis impacts climateresilient recommendations building design tools gis hecras erdas existing outputs regional climate models used baseline data analyzing impacts may occur study site impacts small areas design strategies reduce potential damage analyzed delphi technique using existing standards guidelines 3tier architecture employed production development environments modularizing user interface service object data storage layers impact data values namely highest annual surface temperatures flood characteristics including maximum flood level flood duration water velocity 1998 2047 displayed markers satellite maps tables figures impacts linked architectural design guidelines help design buildings mitigate impacts climate change
Chulalongkorn University,2021 authors published informa uk limited trading taylor francis group behalf architectural institute japan architectural institute korea architectural society chinathis research aimed developing strategies renovation old shophouses bangkok ready mass adoption application shophouses built typical designs massive number bangkok 1960s 1970s now deteriorating still occupy great proportion land near city center make shophouse renovation easy mass adoption application will allow bangkok’s population choices housing suit lifestyle support wellbeing challenges mainstream perception seeing choices living condominium near center suburban house observation literature review research categorized typical features problems old shophouses four groups space form ii climate iii wellbeing iv construction case studies designing constructing prototype renovation design research concluded design strategies increase space flexibility climatic responsiveness safety aesthetics hygiene taking procedural legal limitations minimal involvement professionals authority account maintaining particular features existing buildings much possible adding new features little possible also suggested strategies promote mass renovation shophouses reducing demolition supporting urban redevelopment potentially help reviving urban heritage reducing carbon footprint
"Chulalongkorn University, Pa-deng Biochar Research Center",2023 authorstransforming disposable bamboo chopstick dbc wastes biochar effective way achieve wastetoresource conversion research focused elemental chemical composition biochar revealed properties affect biochar performance realworld applications particularly respect climate change mitigation research aimed examining effect pyrolysis temperature aromaticity polarity longevity dbc biochar dbc feedstock pyrolyzed different temperatures 400 °c 450 °c 500 °c 550 °c holding time 20 min constant heating rate 20 °c min−1 chemical composition including carbon c hydrogen h nitrogen n oxygen o volatile matter vm ash fixed carbon fc contents analyzed aromaticity polarity longevity biochar presented atomic ratios hc oc o nc cn ratios used determine potential biochar use climate change mitigation applications findings demonstrated dbc biochar produced various pyrolysis temperatures contained c contents ranging 7754 8806 ash contents ranging 262 299 halflife 1000 years oc 02 pyrolysis temperature significantly affected biochar properties supported results fcash ratio 10 ash fc c n contents increased increasing temperature contrast vm h o contents decreased results revealed dbc wastes potential feedstock produce goodquality biochar applied environmental purposes furthermore research demonstrated bestperforming dbc biochar produced 500 °c highest c content aromaticity longevity lowest polarity represented values oc hc o nc biochar applied climate change mitigation purposes
"Florida State University, Chulalongkorn University, Chulalongkorn University, National High Magnetic Field Laboratory",2023 elsevier ltdthere increasing interest within scientific community well public determine tropical cyclones increasing frequency andor magnitude climate change unfortunately instrumental weather record extends last 100–150 years depending upon location thus desirable develop paleostorm proxies extend tropical cyclone record hundreds thousands years overwash sand deposits sediment grain size various geochemical parameters eg δ13c δ15n cn applied successfully coastal lake sediments present another potential proxy candidate natural radionuclide 210pb 222year halflife 210pb age dating often used calibrate proxies essentially period instrumental storm record hypothesize trends 210pb profiles addition providing chronological information provide independent records storm deposits situations illustrate 210pb may serve additional storm proxy present data sediment cores collected chao phraya delta upper gulf thailand area characterized rapidly retreating shoreline 210pb profiles mark sedimentary layers anomalously low excess 210pb activities interspersed layers significant excess activities suggest layers may result rapid deposition offshore older stormeroded shoreline material estimated ages 210pbdeficient layers match within estimated uncertainties years typhoons tropical storms reported severely eroded nearby thai coastline matching time scales 210pb recorded tropical cyclones 100–150 years allows approach used explore storm deposits tune geochemical proxies extended study time scales several decades longer
"Chulalongkorn Business School, NTNU Business School, Chulalongkorn University, The University of Western Australia, Pennsylvania State University",2022 authors business strategy environment published erp environment john wiley sons ltdexploiting unique measure takeover vulnerability principally based state legislations investigate corporate carbon reduction efforts influenced takeover market widely regarded crucial instrument external corporate governance results show takeover exposure brings significantly greater efforts reduce carbon emissions rise takeover susceptibility one standard deviation improves carbon reduction performance 1281 findings corroborate notion takeover market acting external governance mechanism compels managers adopt policies benefit shareholders long run results imply carbon emissions crucial corporate outcome subject pressure takeover market companies pay close attention matter analysis robustly validates results including propensity score matching entropy balancing instrumental variable analysis heteroscedastic identification measure takeover vulnerability plausibly exogenous thus probably reveals causal effect rather mere association
"King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang, Chulalongkorn University, King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang, King Mongkut’s Institute of Technology Ladkrabang",2023 authors published american chemical societythis work presents efficient green lowcost preparation calcium lactate using bivalveshell wastes cockle mussel oyster shells raw materials three bivalve shells cockle mussel oyster used separately alternative calciumsource material preparation calcium lactate bivalveshell waste cleaned milled obtaining calcium carbonate caco3 powder reacted lactic acid forming calcium lactate effects different calcium sources cockle mussel oyster different lactic acid concentrations 6 8 10 moll physicochemical properties synthesized calcium lactates investigated results pointed highest solubility product observed 6 moll lactic acid cockleshell derived caco3 employed calcium lactate preparation thermal decompositions calcium lactates occurred three processes dehydration ethyllactate elimination decarbonization respectively results obtained infrared spectrometer xray diffractometer thermogravimetric analyzer scanning electron microscope confirmed formation calcium lactate pentahydrate cach3chohcoo2·5h2o diffractograms also indicated presence two enantiomers cach3chohcoo2·5h2o namely dl lenantiomers depended lactic acid concentration used preparation process morphologies calcium lactates show firewoodlike crystals different microsizes together smaller irregular crystals summary work reports effective process prepare valuable calcium lactates using cheap bivalveshellderived caco3 renewable calcium source
"Hunan University, Chulalongkorn University",2023 elsevier bvhigh energy consumption carbon dioxide co2 desorption process aminebased co2 capture technology crucial hindrance achieving carbon neutrality hzsm5 one widely reported solid acid catalysts used primary amine regeneration work compared series hzsm5 zeolites different sial ratios terms co2 desorption performance enhance catalytic activity hierarchical hzsm5 synthesized dealumination desilication reassembly method different acid alkali concentrations experimental results suggested desilication modification sodium hydroxide resulted significant improvement mesoporous surface area naoh04 catalyst improve amount desorbed co2 403 decrease relative heat duty 285 cyclic tests revealed catalytic activity well preserved recycling process moreover structure acidity modification samples characterized xray diffraction xrd fourier transforms infrared ftir nitrogen adsorption–desorption experiment temperature programmed desorption ammonia nh3tpd pyridineadsorption infrared spectroscopy pyir scanning electron microscopy sem characterization results suggested synergistic effect larger mesoporous surface area total acid sites important enhance catalytic co2 desorption performance results showed new understanding catalyst design co2 capture technology modifying structure catalyst support
Chulalongkorn University,2023 emerald publishing limitedpurpose central dry zone myanmar climatic risk area inhabitants experiencing food insecurity demonstrating link water scarcity climate risk agricultural production households region face challenge developing adaptation strategies cope impact climate change food security study aims seek effective climate change solution analyse impact myanmars food security household adaptation designmethodologyapproach authors draw insights mixedmethod research using qualitative method followed quantitative methods qualitative phase authors used purposive sampling two focus group discussions three stakeholder interviews quantitative phase data collected 102 facetoface interviews members households selected pauk township pakokku district magway region myanmar household food insecurity access scale hfias used analysis findings hfias indicated 13 households adapted climate change study illustrates climate change adaptation strategies production activities related food insecurity results demonstrated effect climate change crops impacts debt access food selling assets urban migration findings also suggest climate change adaptation improve food security played important role providing outside support leads household food insecurity originalityvalue authors best knowledge study one first use mixedmethod research investigate climate change food security household adaptation central dry zone myanmar
"Chinese Academy of Sciences, China-Pakistan Joint Research Center on Earth Sciences, Nanjing University of Information Science and Technology, Chulalongkorn University, Tianjin University, Xi'an Jiaotong University, CMA Earth System Modeling and Prediction Centre, Chinses Academy of Meteorological Sciences, The Ohio State University",2023 authorsthe seasonal rainfall regime key factor control local ecological social processes commonly thought stable longterm climate changes present unique highresolution rainfall record thaimalay peninsula combined stateoftheart transient climate simulation demonstrating fundamental rainfall regime shift summer winter holocene transient model simulation new sensitivity experiments reveal westward migration boundary summer winter rainfall regimes results summer winter rainfall regime shift forced distinct changes summer winter monsoons findings suggest seasonal rainfall regime unstable climate change around boundaries rainfall regimes tropics possibly worldwide might critical shaping past future ecological environments
Chulalongkorn University,2023 econjournals rights reservedthe assessment greenhouse gas ghg mitigation technologies creates knowledge database support national strategy meet thailand’s ghg emission reduction target database also makes important contributions formulation research policy country’s broader technological development thailand needs strong technological base order meet national policy targets international obligations reducing ghg emissions well reduce negative effects economic activity society environment create additional value goal study prioritize energy technologies thailand achieve carbon neutrality goal year 2050 multicriteria decision making applied quantitative data ghg mitigation options decisions made based technology’s readiness level impact economic social environmental development critical issues representing needs barriers selected key technologies analyzed results indicate solar energy electric vehicle selected highest priority followed energy efficiency renewable energy sources carbon capture utilization storage ccus green hydrogen carbon sinks last choices high uncertainty commercialization
"Chulalongkorn University, King Mongkut’s University of Technology Thonburi, Tokyo Institute of Technology, Chulalongkorn University",2023 authors exclusive licence springer nature japan kk part springer naturethe circularity plastic packaging waste ppw material via recycling critical circular economy towards sustainability carbon neutrality society multistakeholders complex waste recycling loop rayong province thailand herein analysed using actornetwork theory identify key actors roles responsibilities recycling scheme results depict relative function threeactor networks namely policy economy societal networks play different roles ppw handling generation various separations municipal solid wastes recycling policy network comprises mainly national authorities committees responsible targeting policymaking local implementation economic networks formal informal actors acting ppw collection recycling contribution 113–641 societal network supports collaboration knowledge technology funds two waste recycling models classified communitybased municipalitybased management functions differently coverage areas capabilities process efficiency economic reliability informal sorting activity crucial factor sustainability empowering people environmental awareness sorting ability household level also essential well law enforcement effective longterm circularity ppw economy
"University of Veterinary Medicine Hannover, National Veterinary Research Institute, Kasetsart University, Jagiellonian University, Miguel Hernández University (UMH), Chulalongkorn University, Mansoura University, International Centre of Excellence for Aquatic Animal Health",2023in poikilothermic animals like fish outbreaks pathogenrelated diseases closely related temperature surrounding environment many salmonid fish species thermally sensitive therefore especially endangered thermal stress habitat loss caused increasing temperatures summer heat waves hypothesized combining thermal stress presence novel viral pathogen example aquaculture effluents may result potential host jump pathogen one mechanisms leading increased vulnerability salmonids novel disease tilapia lake virus tilv considered one dangerous emerging viruses affecting warm water aquaculture nile tilapia pathogen global reach yet defined host range aim study assess potential tilv infect salmonid hosts range water temperatures reached summer heatwaves continental europe established tilv replicate vitro salmonid cells wide temperature range 15 °c 25 °c susceptibility rainbow trout brown trout juveniles infection tilv investigated infection trials based cohabitation intraperitoneal injection virus elevated water temperatures 20 °c 25 °c experiments showed ability virus enter organism considered susceptibility rainbow brown trout virus low exposure salmonids virus cohabitation lead high virus loads liver brain however permissivity ie ability virus replicate fish body high ipinjections tilv led high virus replication internal organs therefore tilv pathogenic potential salmonids might exacerbated climate change anthropogenic activities
"Universität Hamburg, Chulalongkorn University, Helmholtz-Zentrum Hereon",2023 authors published american chemical societyvitrimers represent permanent dynamic polymer networks time combination dynamic covalent bonds widely available biodegradable biobased raw materials enables new polymers excellent carbon footprint mechanical properties outstanding features terms multiple recycling methods eg thermomechanical chemical biological reprocessingreusability natural corn starch granules surfacemodified acetoacetylation reaction without using additional solvent maintaining inner semicrystalline structure giving polyfunctional crosslinker starchreinforced vitrimer composites vinylogous urethane vitrimer matrices synthesized condensation reaction fully acetoacetylated glycerol different diamines glycerol diamines deliberately selected potentially biobased raw materials seven different matrix vitrimers synthesized content 070 wt modified starch investigated terms thermal mechanical properties total 20 elastomeric thermosetting materials prepared exhibiting high elastic moduli 2 gpa short stress relaxation times high content modified starch 70 wt composites show low swelling ratios suppressing natural gelatinization starch water moreover suitable thermomechanical chemical enzymatic recycling methods closedloop cycles remolding reusability biodegradability developed
"Independent Researcher (Structural Engineering), Chulalongkorn University, University of Naples Federico II",2023 authors published oxford university press behalf national institute cleanandlowcarbon energyfloating photovoltaic systems fpvs one emerging renewableenergy technologies suitable implementation landscarce areas around world installation fpvs water bodies highly populated countries india will improve renewableenergy production added advantages terms efficiency water savings reduced carbon emissions context present study aims identify suitable reservoirs solar energy production using fpv technology tamil nadu india using geographic information system techniques total 118 reservoirs located study area considered results shown implementation fpv systems will significantly improve production renewable energy suitable reservoirs hydroelectric power plants hybrid fpv implementation potential reduce water evaporation carbon emissions presented results reveal hybrid systems will generate 154253 gwh power annually also save 3632 × 106 m3 water every year results investigation will aid fulfilling sustainable energy production india methodology presented may useful analysis prioritization reservoirs implementation fpv world
"Mahidol University, Mahidol University, Chulalongkorn University, Chulalongkorn University, Kasetsart University",2023 khunsri et alpropelled global climate changes shrimp industry facing tremendous losses production due various disease outbreaks particularly early mortality syndrome ems disease caused vibrio parahaemolyticus ahpnd use antibiotics ems control agents yet proven successful overuse misuse antibiotics also worsen one challenging global health issuesantimicrobial resistance circumvent antibiotic usage antilipopolysaccharide factor isoform 3 alfpm3 antimicrobial peptide amp derived shrimp innate immune system proposed antibiotic alternative ems control however prolonged use amps also lead bacterial cross resistance lifesaving antibiotics used human diseases showed alfpm3resistant strains e coli induced vitro genome analysis resistant mutants revealed multiple mutations interesting qsecl299r study antibiotic susceptibility profile showed resistant strains harboring qsecl299r exhibited higher degree resistance towards polymyxin antibiotics also produced higher biofilm alfpm3 stress lastly single cell death analysis revealed earlylog phase biofilm scarce resistant strains less affected alfpm3 treatment suggesting additional mechanisms qsec orchestrates protect bacteria alfpm3 altogether study uncovers involvement qsec mutation mechanism resistance bacteria alfpm3 paving way future studies sustainable use alfpm3 ems control agent
"Health Services Academy, Ministry of Climate Change, National University of Sciences and Technology (NUST), International Centre for Integrated Mountain Development (ICIMOD), Federal University of Itajubá (UNIFEI), Federal Government Polyclinic (PGMI), National Institute of Health, Chulalongkorn University",2022 authors exclusive licence springer nature bvclimate change significant impact intensity spread dengue outbreaks objective study assess number dengue transmission suitable days dtsd pakistan baseline 1976–2005 future 2006–2035 2041–2070 2071–2099 periods representative concentration pathway rcp45 rcp85 scenarios moreover potential spatiotemporal shift future hotspots dtsd due climate change also identified analysis based fourteen cmip5 models downscaled biascorrected quantile delta mapping technique addresses data stationarity constraints preserving future climate signal results show higher dtsd monsoon season baseline study area except sindh sn south punjab sp future periods temporal shift extension towards pre postmonsoon baseline period top ten hotspot cities higher frequency dtsd karachi hyderabad sialkot jhelum lahore islamabad balakot peshawar kohat faisalabad however result climate change elevationdependent shift dtsd highaltitude cities eg 2020s kotli muzaffarabad drosh 2050s garhi dopatta quetta zhob 2080s chitral bunji karachi islamabad balakot will remain highly vulnerable dengue outbreaks future periods twentyfirst century findings also indicate dtsd spread across pakistan particularly areas never seen dengue infections previously good news dtsd current hotspot cities projected decrease future due climate change also temporal shift region post premonsoon season provides suitable breeding conditions dengue mosquitos due freshwater therefore local authorities need take adaption mitigation actions
"Johns Hopkins University, Lilongwe University of Agriculture and Natural Resources (LUANAR), Lilongwe University of Agriculture and Natural Resources (LUANAR), Kyoto University, Chulalongkorn University, Rakuno Gakuen University",2023 authorssmallholder farmers subsaharan africa play vital role achieving food security nutrition yet often overlooked development policies lack access technology information needed increase agricultural productivity particularly true malawi smallholder farmers make 80 population face range risks challenges including vulnerability climate change threaten livelihoods food security nutrition drones precision agriculture technology significant impact agriculture highincome countries application smallholder farmers lowincome countries well understood study conducted 2022 examines drones assist smallholder farmers increasing agricultural productivity food security malawi explores smallholders perceive use drones potential benefits limitations using drones farming operations unique aspect study aims understand smallholders’ perceptions open data data privacy results show smallholder farmers interact drone data better understanding farm able make informed decisions use fewer inputs reduce production costs overall study demonstrates potential drones assist smallholder farmers improve onfarm knowledge increase agricultural productivity mitigate risks challenges face leading improved livelihoods sustainable secure food supply policymakers promote adoption drone technology among smallholder farmers developing policies encourage public–private partnerships create affordable locally adapted drone technologies programs meet unique needs also ensuring responsible use drones agriculture regulations address concerns data privacy security
"University of Tehran, Chulalongkorn University, VSB—Technical University of Ostrava, Al-Mustaqbal University College, Shahrood University of Technology",2022heating cooling responsible considerable portion final energy consumption world especially residential sector order decrement pollutants energy consumption essential apply promising technologies proper performance reliability regarding better performance heat pumps term energy consumption environmental effects compared conventional cooling heating technologies systems attracted attentions recent years systems become environmentally friendly integration renewable energy systems clean technologies pv module clean technology power generation integrated heat pumps enhance overall performance terms coefficient performance cop environment economy regarding several advantageous systems existence different configurations systems ig conventional solarassisted ground source heat pumps great progress modification scholars requisite provide updated complete review systems considering various technologies particular focus recent research works study research works heat pumps systems integrated pv modules reviewed findings discussed according findings reviewed researches systems performance depending various elements operating condition configuration system characteristics units etc making use pv cells integrating heat pumps lead energy cost saving instance observed using hybrid systems composed optimal control pv cells heat pumps wind energy energy saving 50 achievable aside technical cost benefits using pv integrated heat pumps co2 emission reduced 73 reported study heating cooling purposes means systems proper towards decarbonization buildings
"Xiangnan University, Universiti Sains Malaysia (USM), Chulalongkorn University, Al-Mustaqbal University College",2022 elsevier ltdheat pumps efficient attainable alternatives conventional systems used cooling heating buildings renewable energy sources integrated heat pumps improve systems term fossil fuel consumption mitigation greenhouse gases ground source heat pumps gshps using geothermal energy heat source promising technologies supplying heating cooling loads clean sustainable way aside energy analysis exergetic dimensions gshps considered recent decades regarding advantages exergy analysis providing deep insight energy systems work reviews study exergy analysis gshps regard study performed provide comprehensive review gshps’ exergetic dimensions according findings exergy efficiency gshps depends several elements installation depth components specification units dead state temperature configuration system operation mode addition found irreversibilites gshps decreasable utilizing additional components thermoelectric furthermore utilization material improved properties nanofluids enhance exergy efficiency gshps ig 897 optimal concentration compared 883 using base fluid indicated one studies
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2022 elsevier ltd british mycological societyinvestigating dynamics ectomycorrhizal fungal emf communities seasonally dry tropical forests essential sustainable management understanding resilience forest type future climate change scenarios emf communities secondary forest fragments shorea siamensis single host tree species central thailand sampled seasonally 25 y ten emf taxa identified ectomycorrhizal morphotypes withtomentellathelephora andrussulalactarius dominant taxa seasonal differences emf diversity detected dominant morphotypes present seasons abundance varied emf taxa exhibited wide environmental ranges taxa correlated soil moisture seasonal dynamics ectomycorrhizal colonization likely influenced climatic factors phenology host species together results suggested climatic variation may longterm subtle influence composition ectomycorrhizal communities
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University, Information and Communication Engineering, The University of Tokyo, Chulalongkorn University, Chulalongkorn University, Chulalongkorn University",2023 scientific association infocommunications rights reservedwith constant increase public transit coverage bangkok metropolitan area thailand many people still hesitant switch using private public transit one potential cause unavailability difficulty accessing accurate timely information itineraries commuting assess tackle issues researchers adopted usercentric design thinking methodology empathize target users pain points study proposed solution usercentric manner assessing usability flaws existing mobile navigation applications google maps viabus developing holistic mobile application called disgovery covers modes public transit bangkok metropolitan area provides relevant information trips researchers aim help commuters bangkok easily access timely fashion userfriendly interface commuters eliminate difficulty finding routes prices suitable needs making public transit accessible help ubiquitous mobile computing commuters also encouraged switch using private vehicles public transit also reduce accidents carbon emissions findings usability testing study suggest disgovery effective userfriendly application daily commuters bangkok help achieve goals without difficulties findings also indicate importance user interface user experience guidelines designing applications
"Meijo University, Sugiyama Jogakuen University, Chulalongkorn University, Kure National College of Technology, Ltd",int j geomate rights reserved including making copies unless permission obtained proprietorsclimate change one serious issues recent world climate change known caused increase carbon dioxide many countries forced take measures first big measure paris agreement 2015 many countries joined agreement according agreement many countries declared major shifts shift electric vehicles car industry biggest concern climate change moment rise temperature causes death heat stroke summer also causes usage air conditioning systems emits carbon dioxide became serious vicious circle reason important analyze mechanism human thermal sensation affected environmental history person residential area length stay addition expected effect histories especially appears strongly outdoors reason outdoor experiment targeting shortterm residents carried bangkok experiment 5 measuring points selected result different tendency grasped one measuring points open sky
"Universitas Muhammadiyah Makassar, Chulalongkorn University",2023 authors exclusive license springer nature switzerland agthe purpose research driven impact climate change affects many aspects several mitigation efforts made considered less optimal multilevel governance adaptation digitalization starting considered issues around climate change tendency prompted study search available research documents check topics method used bibliometric analysis maximizing vosviewer analysis tool findings study indicate research trends related multilevel governance recently seriously studied global researchers change perspective understanding mitigation implemented thus far sufficient avoid climate change arguments target new pattern climate change adaptation developing policies focusing multilevel climate change governance focus targets intercrosspolicy development topic digitalization just begun associated climate change arguments digitalization opportunities considered capable overcoming future sustainable development challenges digitalization projected key supporter sustainable development potential promote climatefriendly environment future projections digitalization approach will likely influence climate change publications findings study assess potential global policy adaptation climate change mitigation efforts linking multilevel governance digitalization simultaneously
Chulalongkorn University,2023 authors exclusive license springer nature singapore pte ltdland cover change climate change lead rising land surface temperatures abundance research demonstrates urban vegetation known green infrastructure reduce land surface temperatures however little research determining spatial structure pattern urban vegetation affects land surface temperature research focuses investigating effects urban vegetation patterns land surface temperatures comparing classification maps spatial patterns vegetation land surface temperature contour maps eight areas similar land cover ratios different spatial patterns selected results show large vegetation patches reduce surface temperature better small vegetation patches large vegetation patch ability decrease surface temperature patch distance 60–120 m surrounding patch however builtup bare soil areas reside next green patch still retain high surface temperature hand maximum temperature areas comprising small vegetation patches lower large patch overall small scattered vegetation patches reduce surface temperature patches also wider area seems small scattered vegetation patches benefit urban areas reducing land surface temperature large vegetation patch however large small scattered vegetation patches combined efficiently decreasing urban land surface temperature findings research applied bangkok’s green infrastructure planning improve quality life people make city resilient
"Hunan University, Ghent University, Gandhi Institute of Technology and Management (GITAM) University Bengaluru, Qatar University, GITAM (Deemed to be University), Chulalongkorn University, Chulalongkorn University, New Horizon College of Engineering",2023one significant industrial processes catalytic methanol synthesis carbon dioxide methanol future energy carrier producing fuels highvalueadded commodities socalled “methanol economy” carbon neutral solution climate change widespread belief carbon dioxide recycled hydrogenation methanol motivated development efficient selective catalysts efficient 2 wt pdceo2 catalysts thermochemical co2 hydrogenation recently investigated however rationale behind low pd loading 2 wt ceo2 needs clarified comprehensive research pd tuning lacking article describe synthesis ofvarious palladium contents 05 1 2 4 6 wt supported ceria nanorods pdceo2 selective hydrogenation co2 methanol vaporphase impact pd physicochemical properties ceo2 examined using various characterization techniques enhanced catalytic activity caused 2 wt pdceo2 catalysts significant level metallic pd species strong interactions pd ceo2 uniform pd dispersion ceo2 increased reducibility oxygen mobility weak basic sites study reveals changing percentage metal catalyst supports valuable technique designing efficient oxidessupported metalbased catalysts co2 conversions
"Chulalongkorn University, Chulalongkorn University, Chulalongkorn University, Newcastle University in Singapore, Devan Nair Institute for Employment & Employability, and Research)",2023 authorsnatural fiberreinforced composites contribute reducing carbon footprint goals due ability reduce overall product weight biodiverse feedstocks recyclability potential work natural fiberbased composites containing reinforcement coconut husk bagasse fiber calcium carbonate caco3 ingredients prepared analyzed composites analyzed mechanical thermomechanical morphological properties reinforcements chemically functionalized using 5 wv naoh enhance interactions epoxy resins chemical functionalization created perforation fiber surface improving interlocking fibres resin material strengthening mechanical performance composite composites developed using modified reinforcement treatment resulted increased tensile strength 648 flexural strength 70 reinforcement treatment influenced hydrophilicity water absorption treated composites reduced five times compared unmodified composites scanning electron microscopy revealed morphological changes due fiber modification underlaying mechanism fiber contraction enhanced fiber matrix interface interlocking adhesion strengthening thermal analysis confirmed alkali treatment improves crystallinity fiber thereto degradation temperature treated fiber composites bagasse coconut husk 37527◦ c highest amongst developed hybrid composites
"University of Nottingham, University of the Philippines Diliman, Annamalai University, Universiti Malaya, Universitas Sumatera Utara, University Cheikh Anta Diop, Sher-e-Bangla Agricultural University, University of the Ryukyus, Mindanao State University at Naawan, Stellenbosch University, University of Peradeniya, Chulalongkorn University, Universiti Malaysia Sabah",2023 wee salmo iii sivakumar basyuni fall habib isowa leopardas peer artigasramirez ranawana sivaipram suleiman kajitaspecies detection using environmental dna edna biomonitoring tool widely applied mangrove restoration management compared traditional surveys taxaspecific timeconsuming edna metabarcoding offers rapid noninvasive costefficient method monitoring mangrove biodiversity characterising spatiotemporal distribution multiple taxa simultaneously general guidelines edna metabarcoding wellestablished aquatic systems habitatspecific guidelines still lacking mangrove habitats priority ecosystems restoration southeast asia present unique prospects challenges regards environmental dna metabarcoding used 1 track functional recovery ecological restoration 2 prioritise conservation areas 3 provide early warning threats 4 monitor threatened taxa 5 monitor response climate change 6 support communitybased restoration however potential applications yet realized southeast asia due 1 technical challenges 2 lack standardised methods 3 spatiotemporal difficulties defining community 4 data limitations 5 lack funding infrastructure technical capacity successful implementation edna metabarcoding mangrove restoration activities encourage development datadriven coastal management equitable conservation programs eventually promote southeast asia’s shared regional interests food security coastal defence biodiversity conservation
